Code,Name,Market,Market_Value,產業別,Main_Type,Sub_Type,發行量(萬張),相關產業
8049,晶采,櫃,22.2,光電業,Electronic,Opto,11.8,TFT-LCD
8050,廣積,櫃,70.8,電腦及週邊設備業,Electronic,Computers,17.7,"主機板,監視器"
8054,安國,櫃,12.2,半導體業,Electronic,Semi,7.08,IC設計
8059,凱碩,櫃,24.9,通信網路業,Electronic,Communications,18.9,通信網路
8064,東捷,櫃,22,光電業,Electronic,Opto,16.5,IC封測
8066,來思達,櫃,15.6,貿易百貨業,Others,Department,3.02,貿易百貨
8067,志旭,櫃,2.61,電子通路業,Electronic,Distribution,3,資訊通路
8068,全達,櫃,20.6,電子通路業,Electronic,Distribution,6.87,"軟體業,資訊通路"
8069,元太,櫃,429,光電業,Electronic,Opto,114,光電
8071,能率網通,櫃,6.09,電子零組件業,Electronic,Components,5.19,模具沖壓
8074,鉅橡,櫃,13.6,電子零組件業,Electronic,Components,8.65,電子零組件
8076,伍豐,櫃,66.2,電腦及週邊設備業,Electronic,Computers,27.8,電腦及週邊設備
8077,洛碁,櫃,9.12,觀光事業,Others,Tourism,11,觀光
8080,永利聯合,櫃,3.81,電子零組件業,Electronic,Components,8.83,電子零組件
8083,瑞穎,櫃,63.6,電機機械,Traditional,Machinery,3.51,電機機械
8084,巨虹,櫃,33.2,電子通路業,Electronic,Distribution,6.71,"IC設計,電腦周邊產品"
8085,福華,櫃,9.03,其他電子業,Electronic,Others,15.7,電腦周邊產品
8086,宏捷科,櫃,189,半導體業,Electronic,Semi,15.5,半導體
8087,華鎂鑫,櫃,2.34,光電業,Electronic,Opto,2.91,光碟片
8088,品安,櫃,13.8,半導體業,Electronic,Semi,6.09,"DRAM模組,Flash模組,電腦周邊產品"
8089,康全電訊,櫃,39.8,通信網路業,Electronic,Communications,5.64,電子工業
8091,翔名,櫃,30,電子零組件業,Electronic,Components,4.51,電子零組件
8092,建暐,櫃,3.57,其他電子業,Electronic,Others,3.89,其他電子
8093,保銳,櫃,6.24,電子零組件業,Electronic,Components,6.42,"資訊通路,電源供應器,電腦周邊產品,機殼業"
8096,擎亞,櫃,15.6,電子通路業,Electronic,Distribution,14.2,IC設計
8097,常珵,櫃,3.12,通信網路業,Electronic,Communications,2.67,"消費性電子產品,電腦周邊產品"
8099,大世科,櫃,17.8,資訊服務業,Electronic,Service,8.86,"軟體業,資訊服務"
8107,大億金茂,櫃,11.8,電機機械,Traditional,Machinery,7.5,電機機械
8109,博大,櫃,48.1,電子零組件業,Electronic,Components,7.26,電源供應器
8111,立碁,櫃,16.4,光電業,Electronic,Opto,10.9,LED發光二極體
8121,越峰,櫃,27.4,電子零組件業,Electronic,Components,18.3,被動元件
8147,正淩,櫃,11.8,電子零組件業,Electronic,Components,3.05,"連接器,機殼業"
8155,博智,櫃,56,電子零組件業,Electronic,Components,4.98,印刷電路板
8171,天宇,櫃,17.8,通信網路業,Electronic,Communications,5.07,電源供應器
8176,智捷,櫃,6.2,通信網路業,Electronic,Communications,7.25,通信網路
8182,加高,櫃,27.5,電子零組件業,Electronic,Components,10.7,被動元件
8183,精星,櫃,21.6,其他電子業,Electronic,Others,12.1,印刷電路板
8234,新漢,櫃,32.8,電腦及週邊設備業,Electronic,Computers,14.1,電腦及週邊設備
8240,華宏,櫃,25.8,光電業,Electronic,Opto,10,光電
8255,朋程,櫃,75,電機機械,Traditional,Machinery,9.15,電機機械
8277,商丞,櫃,6.23,半導體業,Electronic,Semi,9.16,"DRAM模組,Flash模組,電腦周邊產品"
8279,生展,櫃,28.2,生技醫療業,Biotech,Biotech,2.71,生技醫療
8284,三竹,櫃,23,資訊服務業,Electronic,Service,4.63,"軟體業,資訊服務"
8289,泰藝,櫃,7.93,電子零組件業,Electronic,Components,6.83,被動元件
8291,尚茂,櫃,3.22,電子零組件業,Electronic,Components,7.6,電子零組件
8299,群聯,櫃,523,半導體業,Electronic,Semi,19.7,"IC設計,電腦周邊產品"
8342,益張,櫃,17.8,其他業,Others,Others,3.35,其他
8349,恒耀,櫃,54.1,鋼鐵工業,Traditional,Steel,11.6,鋼鐵
8354,冠好,櫃,13.7,塑膠工業,Traditional,Plastic,7.85,塑膠
8358,金居,櫃,93.6,電子零組件業,Electronic,Components,25.3,電子零組件
8383,千附,櫃,45.3,其他電子業,Electronic,Others,11.8,其他電子
8390,金益鼎,櫃,19.2,其他業,Others,Others,9.79,其他
8401,白紗科,櫃,6.72,其他業,Others,Others,6.27,其他
8403,盛弘,櫃,35.8,生技醫療業,Biotech,Biotech,10.9,生技醫療
8406,金可-KY,櫃,131,生技醫療業,Biotech,Biotech,9.71,生技醫療
8409,商之器,櫃,5.04,生技醫療業,Biotech,Biotech,2.8,生技醫療
8410,森田,櫃,15.7,電腦及週邊設備業,Electronic,Computers,3.66,電腦及週邊設備
8415,大國鋼,櫃,267,鋼鐵工業,Traditional,Steel,103,鋼鐵
8416,實威,櫃,29.6,資訊服務業,Electronic,Service,2.82,"軟體業,電腦周邊產品"
8418,捷必勝-KY,櫃,10.2,其他業,Others,Others,7.84,其他
8420,明揚,櫃,12.2,其他業,Others,Others,5.1,其他
8421,旭源,櫃,5.27,其他業,Others,Others,5.48,其他
8423,保綠-KY,櫃,3.72,其他業,Others,Others,2.3,其他
8424,惠普,櫃,18,建材營造業,Traditional,Construction,3.61,建材營造
8426,紅木-KY,櫃,6.56,其他業,Others,Others,5.02,其他
8431,匯鑽科,櫃,26.4,其他電子業,Electronic,Others,4.45,電腦周邊產品
8432,東生華,櫃,24.2,生技醫療業,Biotech,Biotech,3.84,生技醫療
8433,弘帆,櫃,20.2,貿易百貨業,Others,Department,5.21,貿易百貨
8435,鉅邁,櫃,15.4,其他業,Others,Others,3.17,其他
8436,大江,櫃,315,生技醫療業,Biotech,Biotech,11.8,生技醫療
8437,大地-KY,櫃,84.9,其他業,Others,Others,4.79,其他
8440,綠電,櫃,7.24,其他業,Others,Others,3.8,其他
8444,綠河-KY,櫃,54.2,其他業,Others,Others,8.48,其他
8446,華研,櫃,52.8,文化創意業,Others,Culture,5.29,文化創意
8450,霹靂,櫃,12.4,文化創意業,Others,Culture,5.13,文化創意
8455,大拓-KY,櫃,4.77,其他電子業,Electronic,Others,2.52,其他電子
8472,夠麻吉,櫃,7.45,電子商務,Electronic,E-Commerce,1.77,電子商務
8476,台境,櫃,12.1,其他業,Others,Others,6.05,其他
8477,創業家,櫃,10.2,電子商務,Electronic,E-Commerce,2.5,電子商務
8489,三貝德,櫃,20.6,文化創意業,Others,Culture,3.78,文化創意
8905,裕國,櫃,21.6,其他業,Others,Others,11.9,其他
8906,花王,櫃,5.51,其他業,Others,Others,3.4,其他
8908,欣雄,櫃,93.2,油電燃氣業,Traditional,Gas,20,油電燃氣
8916,光隆,櫃,51.8,其他業,Others,Others,13.1,其他
8917,欣泰,櫃,86,油電燃氣業,Traditional,Gas,13.4,油電燃氣
8921,沈氏,櫃,6.24,其他業,Others,Others,4.66,其他
8923,時報,櫃,4.48,文化創意業,Others,Culture,3.04,文化創意
8924,大田,櫃,43.9,其他業,Others,Others,8.38,其他
8927,北基,櫃,28.9,油電燃氣業,Traditional,Gas,19.2,油電燃氣
8928,鉅明,櫃,14.4,其他業,Others,Others,5.09,其他
8929,富堡,櫃,12,其他業,Others,Others,5.06,其他
8930,青鋼,櫃,9.12,鋼鐵工業,Traditional,Steel,8.07,鋼鐵
8931,大汽電,櫃,35.3,油電燃氣業,Traditional,Gas,12.2,油電燃氣
8932,宏大,櫃,7.91,其他業,Others,Others,4.88,其他
8933,愛地雅,櫃,30.9,其他業,Others,Others,24,其他
8934,衡平,櫃,3.12,其他業,Others,Others,0.85,其他
8935,邦泰,櫃,6.47,其他業,Others,Others,8.43,其他
8936,國統,櫃,41.1,其他業,Others,Others,24.8,其他
8937,合騏,櫃,11.3,其他業,Others,Others,7.25,其他
8938,明安,櫃,49.5,其他業,Others,Others,13.5,其他
8941,關中,櫃,10.6,貿易百貨業,Others,Department,3.04,貿易百貨
8942,森鉅,櫃,83.1,其他業,Others,Others,16.6,其他
9949,琉園,櫃,5.9,文化創意業,Others,Culture,4.7,文化創意
9950,萬國通,櫃,13.5,塑膠工業,Traditional,Plastic,14.8,塑膠
9951,皇田,櫃,54.6,電機機械,Traditional,Machinery,7.49,電機機械
9960,邁達康,櫃,9.47,貿易百貨業,Others,Department,3.36,貿易百貨
9962,有益,櫃,8.26,鋼鐵工業,Traditional,Steel,9.02,鋼鐵
5304,鼎創達,櫃,,電腦及週邊設備業,Electronic,Computers,32.7,
5349,先豐,櫃,,電子零組件業,Electronic,Components,22.4,
